path,lane,category,evidence_strength,live_bytes,line_count,live_blob,recommended_action
docs/operations/NEXUS_TIDINESS_PROTOCOL.md,operations,canonical_doc_candidate,High,9251,196,ee571ab744062ddff59c731602fbbe0e13494b58,review_frontmatter_and_track_or_merge
docs/operations/NEXUS_ZO_CLAW_INTEGRATION_PLAN.md,operations,canonical_doc_candidate,High,17334,382,bee06b0cc9f10c8db8675138e6dd379c0e1043f6,review_frontmatter_and_track_or_merge
docs/operations/PREMIUM_PROVIDER_LIVE_VALIDATION_2026-06-02.md,operations,canonical_doc_candidate,High,4930,89,9d850a0689d813178318477855b6c1702236ba67,review_frontmatter_and_track_or_merge
docs/operations/SLACK_BOT_SETUP.md,operations,canonical_doc_candidate,High,8243,328,b3b5cdcea0bbc2186049e702a0345cdaf86962b2,review_frontmatter_and_track_or_merge
docs/operations/ZO_24_7_PROVIDER_BACKUP_PLAN_2026-05-24.md,operations,canonical_doc_candidate,High,7547,163,a7957b42018b2005b30e448b0f50d6eea132f832,review_frontmatter_and_track_or_merge
docs/operations/ZO_AUTOMATION_REGISTRY.md,operations,canonical_doc_candidate,High,3903,72,99df550440a5140eb6e937700e1b2e751655eeaf,review_frontmatter_and_track_or_merge
docs/research/ANCHORED_SUMMARY_2026-06-03.md,research,canonical_doc_candidate,High,8914,104,36f254d997714fe84b380fb04adec7f3a92203bb,review_frontmatter_and_track_or_merge
docs/research/BENCHMARK_TRUST_REGISTRY.md,research,canonical_doc_candidate,High,7533,108,51384550748c6ef711d85691540753fd9d1e0ab9,review_frontmatter_and_track_or_merge
docs/research/BOUNCER_MODEL_MATRIX_2026-05-24.md,research,canonical_doc_candidate,High,11342,261,ae13b726ac3cd3550f92d890837e37803dec73fa,review_frontmatter_and_track_or_merge
docs/research/BOUNCER_RP_MODEL_ANALYSIS_2026-05-22.md,research,canonical_doc_candidate,High,6694,112,25fee62698cb9fbbed1b02a1c4ead46332251387,review_frontmatter_and_track_or_merge
docs/research/CONTAMINATION_DETECTION_UNIFIED_2026-05-26.md,research,canonical_doc_candidate,High,11091,209,60bee7f9b67bd623f47f8fa3f7ed6ac184664f01,review_frontmatter_and_track_or_merge
docs/research/DELETED_MODELS_THEORETICAL_INVENTORY.md,research,canonical_doc_candidate,High,11593,93,52e4b26bde3f97b65bd1b83432f064d992caf93b,review_frontmatter_and_track_or_merge
docs/research/ERNIE_SESSION02_DEEP_ANALYSIS_2026-05-23.md,research,canonical_doc_candidate,High,19163,387,30c24472e1a62405b76c6e2df02f87baa83674f4,review_frontmatter_and_track_or_merge
docs/research/ERNIE_SESSION05_NEXUS_FRONTIER_V4_SYNTHESIS_2026-05-25.md,research,canonical_doc_candidate,High,12031,192,c6f8dd38ba19c23fd5443b8b40f00d8481053e39,review_frontmatter_and_track_or_merge
docs/research/ERNIE_SESSION06_NEXUS_STRATEGY_SYNTHESIS_2026-05-25.md,research,canonical_doc_candidate,High,15715,321,ee32663e23c99910d15d14101cc5fa42dd7ecf59,review_frontmatter_and_track_or_merge
docs/research/GROUNDING_SYNTHESIS_2026-06-02.md,research,canonical_doc_candidate,High,28179,206,14de42dc6a4c3cf1246c88980d041535e18a8ce8,review_frontmatter_and_track_or_merge
docs/research/GUARD_MODEL_COMBINATION_REPORT_2026-05-24.md,research,canonical_doc_candidate,High,4975,108,5b38d28d90b7487aea2d45437155e48543922e43,review_frontmatter_and_track_or_merge
docs/research/IMPLEMENTATION_UPGRADE_RECOMMENDATIONS.md,research,canonical_doc_candidate,High,26851,768,b9f1eb416477beb21741caed940a965e52f4e03a,review_frontmatter_and_track_or_merge
docs/research/INSPIRATION.md,research,canonical_doc_candidate,High,5059,117,058ca114c4e68ce0d7f9c8944436eb7be507171f,review_frontmatter_and_track_or_merge
docs/research/MCP_SECURITY_PAPERS_2026-05-20.md,research,canonical_doc_candidate,High,12361,222,70c1fe0ab98b69916e3dc6d46edafcd711a04877,review_frontmatter_and_track_or_merge
docs/research/MERGE_STRATEGY_DEEP_DIVE_2026-05-22.md,research,canonical_doc_candidate,High,20229,519,afe5782e01f8daf5b437fbd9d553be3ffe2982f4,review_frontmatter_and_track_or_merge
docs/research/MODEL_DEEP_DIVE_DISTILLATION_2026-05-25.md,research,canonical_doc_candidate,High,14198,286,5cacd1e211cf7d233bb6692349a7639380943bb6,review_frontmatter_and_track_or_merge
docs/research/MODEL_SWEEP_REPORT_2026-05-24.md,research,canonical_doc_candidate,High,6140,122,51ac3f6020e85de97779c5830b922f19f2ee0cc7,review_frontmatter_and_track_or_merge
docs/research/NEXUSCLAW_CORE_V0_EVIDENCE_MATRIX_2026-06-03.md,research,canonical_doc_candidate,High,6064,52,b34a805220136b4705e986fd802c8cedd5fbd095,review_frontmatter_and_track_or_merge
docs/research/NEXUSCLAW_DESIGN.md,research,canonical_doc_candidate,High,20837,370,0a7af9fafc48d1696b64a46bdff712a91e07dccc,review_frontmatter_and_track_or_merge
docs/research/NEXUS_CONNECTIVITY_REPORT.md,research,canonical_doc_candidate,High,4536,105,9a5495cf263214d04f091236e21d5fc41e706274,review_frontmatter_and_track_or_merge
docs/research/NEXUS_DOCKER_MCP_SET1_ANALYSIS.md,research,canonical_doc_candidate,High,13003,279,b6d064d8fe613be81b4dad0ea76e91a1c40e69bc,review_frontmatter_and_track_or_merge
docs/research/NEXUS_SET2_TESTED_INTEGRATION_TESTS.md,research,canonical_doc_candidate,High,17368,604,6b62359b70c8fe0f730f6c16e74d4e58e2eae415,review_frontmatter_and_track_or_merge
docs/research/NEXUS_SET2_TESTED_MCP_SELECTION.md,research,canonical_doc_candidate,High,24542,815,5fbc701be103b14a37c9d005f9f8ac62fc5b56ed,review_frontmatter_and_track_or_merge
docs/research/PAPERS02_SYNTHESIS_AND_ACTIONABLE_INSIGHTS_2026-05-26.md,research,canonical_doc_candidate,High,12170,247,6d925607c7333b8d0656068afd625f31f5e6dc20,review_frontmatter_and_track_or_merge
docs/research/RP_MODEL_BOUNCER_BENCHMARK_V2_2026-05-23.md,research,canonical_doc_candidate,High,11511,235,32d11f634a6f928160387a28561688761a11105d,review_frontmatter_and_track_or_merge
docs/research/SOURCE_ANALYSIS_FINAL_SUMMARY.md,research,canonical_doc_candidate,High,9816,283,70a7a48299cc552d1281b42f7fc210c0ea35496a,review_frontmatter_and_track_or_merge
docs/research/STRESS_LAB_DATASET_ROADMAP_2026-05-22.md,research,canonical_doc_candidate,High,16537,418,2947399fb92ed0bbfeae51031791bc4fbc53de0b,review_frontmatter_and_track_or_merge
docs/research/cline-agent-analysis.md,research,canonical_doc_candidate,High,6599,189,3e4fcabe374674b4419640570b7048b45f60c15e,review_frontmatter_and_track_or_merge
docs/research/codex-agent-patterns.md,research,canonical_doc_candidate,High,8376,256,136361e870b6c4f330b69b31990178e99dfbca7b,review_frontmatter_and_track_or_merge
docs/research/compression_merge_ft_approaches.md,research,canonical_doc_candidate,High,27443,526,77205d97fde8415fe63df3e6dac40ee95024d3ab,review_frontmatter_and_track_or_merge
docs/research/model_analysis_and_guarding_strategies.md,research,canonical_doc_candidate,High,17697,284,68f69445abcfb7ee9837e3685c1a2136a1023ce8,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/contamination_benchmark.txt,research,canonical_doc_candidate,High,84561,1402,e82b1cbda77e9efba015ae168a49076ab5eab815,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/contamination_generative.txt,research,canonical_doc_candidate,High,139375,2221,b3416cb2705bf52871da5314c73240f65f1d2f7e,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/dice.txt,research,canonical_doc_candidate,High,39283,734,61deb121748d59ca62d8253b451ada6059cba1c4,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/merging.txt,research,canonical_doc_candidate,High,53496,1197,5d843bcac1efb50fd04ba2d0f93ce0da79ec6027,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/metasecalign.txt,research,canonical_doc_candidate,High,74865,1400,be7930478f5e9185b41b639626e28fcf439e5c8f,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/multiturn_safety.txt,research,canonical_doc_candidate,High,137003,2775,2d82e103382fe981d76965ae8ff1bb6a302f0edb,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/redbench.txt,research,canonical_doc_candidate,High,109747,1945,a6a9a4a6e0e28d58990b34b48b608886f760e11f,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/redteam_rewards.txt,research,canonical_doc_candidate,High,84575,1134,ee02a8775cc1dba7423e3b2472ef7d49cccadd01,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/safety_at_scale.txt,research,canonical_doc_candidate,High,412781,5106,d3570be132016a94b248161beec8465a0580a827,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/shortcut_neuron.txt,research,canonical_doc_candidate,High,50458,1031,ff590e1c63c9e3efe147289589d2b1a24f95eea4,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/survey.txt,research,canonical_doc_candidate,High,107667,1398,79891c7b2a824632bcd66878b9a9a5cb903b2047,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/tree_of_attacks.txt,research,canonical_doc_candidate,High,119840,1980,79966d4311b33df5e12a75680dd213eea128ddec,review_frontmatter_and_track_or_merge
docs/research/paper_extracts/trust_benchmarks.txt,research,canonical_doc_candidate,High,95513,1139,0575c6c9d70fa8f9548a720ac460f760d8af52ea,review_frontmatter_and_track_or_merge
docs/reviews/DATASET_EXPANSION_COMPLETION_REPORT.md,reviews,canonical_doc_candidate,High,11035,308,993cccc383ea409f5acf7b9b771ddb57a9918a74,review_frontmatter_and_track_or_merge
docs/reviews/NEXUS_OS_STATUS_REPORT.md,reviews,canonical_doc_candidate,High,44253,794,d712b2b377b51b147f9027bc8bd15262b6bea860,review_frontmatter_and_track_or_merge
docs/reviews/SYSTEM_AUDIT_REPORT_2026-05-29.md,reviews,canonical_doc_candidate,High,9470,229,ccc407d70f56ad4cb6b904f268ea2d92b256084e,review_frontmatter_and_track_or_merge
docs/security/ANTIGRAVITY_CLAIMS_VERIFICATION_2026-05-24.md,security,canonical_doc_candidate,High,8190,155,dbdffb89d6730411d4edbbc42a1ea752e7b2ffe3,review_frontmatter_and_track_or_merge
docs/security/DOPPELGROUND_GITLEAKS_FALSE_POSITIVE_TRIAGE_2026-05-26.md,security,canonical_doc_candidate,High,3024,81,7c88f11449feb88f8e2a53a3d903c9ad7570093c,review_frontmatter_and_track_or_merge
docs/security/ERNIE_FORENSIC_COMPUTATIONAL_AUDIT.md,security,canonical_doc_candidate,High,6909,100,1588613e9879f5350ca6cb6cc0ce02522d211a26,review_frontmatter_and_track_or_merge
docs/security/ERNIE_SECURITY_REMEDIATION_REPORT_2026-05-23.md,security,canonical_doc_candidate,High,11205,196,5ab5adc207786a103df2d84fd1c92df211a69e70,review_frontmatter_and_track_or_merge
docs/security/ERNIE_SUPREMACY_INVESTIGATION_REPORT_2026-05-22.md,security,canonical_doc_candidate,High,11404,207,d4c647f42ae89a5b93b4d319edd7632c93f32108,review_frontmatter_and_track_or_merge
docs/security/GUARD_PLANE_V7_VERIFICATION_REPORT_2026-06-02.md,security,canonical_doc_candidate,High,6446,145,9f7c5b7524d1061366520b3ff3b522537b34f3e4,review_frontmatter_and_track_or_merge
docs/security/META_ATTACK_DETECTOR_V3_GAPS_2026-05-24.md,security,canonical_doc_candidate,High,5609,144,92b73c687a4bda3940659ff1b72b91e70004447c,review_frontmatter_and_track_or_merge
docs/security/UPGRADED_INTELLIGENCE_PLAN_2026-05-23.md,security,canonical_doc_candidate,High,4904,80,78cc26f0c7920568ec094158bcb9fdc7f0cb50e2,review_frontmatter_and_track_or_merge
docs/wiki/README.md,wiki,canonical_doc_candidate,High,1419,39,10f4b2820796cf02d921d9e5fbf358732b9ce11d,review_frontmatter_and_track_or_merge
docs/wiki/briefs/DigitalTwinAI-human_brief.md,wiki,canonical_doc_candidate,High,11158,128,eb20151e7c57c6196845e679eeb42eb7122aa0fe,review_frontmatter_and_track_or_merge
docs/wiki/briefs/Distribution_brief.md,wiki,canonical_doc_candidate,High,11082,111,512e4127f0061f8b676c196ec149b85b54fa8971,review_frontmatter_and_track_or_merge
docs/wiki/briefs/Framework_brief.md,wiki,canonical_doc_candidate,High,8873,104,47a879c709fc70773c1c1531ffe8ff76f07fe2c0,review_frontmatter_and_track_or_merge
docs/wiki/briefs/HERMESnewSTORE_brief.md,wiki,canonical_doc_candidate,High,794,20,c016c59385df298682c6e9b551ff50b4a537c3e1,review_frontmatter_and_track_or_merge
docs/wiki/briefs/PFMbasicschema_brief.md,wiki,canonical_doc_candidate,High,8899,100,46933b1681450a28f9da1ba044141d8f43a54c69,review_frontmatter_and_track_or_merge
docs/wiki/briefs/QUixOScompetitorschemeflow_brief.md,wiki,canonical_doc_candidate,High,10062,120,abcad8c939eb9be571358c1b368c7bdcabd738d8,review_frontmatter_and_track_or_merge
docs/wiki/briefs/SLMworkflow_brief.md,wiki,canonical_doc_candidate,High,9485,128,2f33292900d8259514fe05084e8042a31902d129,review_frontmatter_and_track_or_merge
docs/wiki/briefs/SLMworkflowinference_brief.md,wiki,canonical_doc_candidate,High,9262,86,1fef25ac367f2e588a49bb98953116d5de5ef3ce,review_frontmatter_and_track_or_merge
docs/wiki/briefs/Visual ID workflow_brief.md,wiki,canonical_doc_candidate,High,818,20,aa925f4bb48f8e63b0697199a5327d2b080a4cf3,review_frontmatter_and_track_or_merge
docs/wiki/briefs/data_analysis_survey_v2_brief.md,wiki,canonical_doc_candidate,High,9912,113,d87a0ab92f01776e01a653930cecdaeb40725640,review_frontmatter_and_track_or_merge
docs/wiki/briefs/evoDivAgenticWorkflow_brief.md,wiki,canonical_doc_candidate,High,10608,124,390bd09654c2d00a34da07a87151749799b95d14,review_frontmatter_and_track_or_merge
docs/wiki/briefs/iaas_overview_v2_brief.md,wiki,canonical_doc_candidate,High,9747,115,ce6127cc23c702d70ba6a52b9a9330d756b07139,review_frontmatter_and_track_or_merge
docs/wiki/briefs/llm_data_preparation_survey_overview_brief.md,wiki,canonical_doc_candidate,High,926,20,8c639e29f5704bb65aec751825832a47ebfdb296,review_frontmatter_and_track_or_merge
docs/wiki/briefs/method_pic_brief.md,wiki,canonical_doc_candidate,High,9539,119,2d39744f239d00132a5cdd0e7299583c55633214,review_frontmatter_and_track_or_merge
docs/wiki/briefs/oldSLMexampletable_brief.md,wiki,canonical_doc_candidate,High,9316,110,1f852d51edac13a77d49e5eda963dee9dc55fd74,review_frontmatter_and_track_or_merge
docs/wiki/briefs/{id_str}_brief.md,wiki,canonical_doc_candidate,High,4235,115,7e18a517ab7d5bba1552babc49272edc19de7e37,review_frontmatter_and_track_or_merge
"docs/wiki/briefs/{stem.upper().replace('-',_brief.md",wiki,canonical_doc_candidate,High,2095,51,8f22c5d0bd5ab2897e3f5829faa3ec4f87050664,review_frontmatter_and_track_or_merge
docs/wiki/graph/nexusctl_wiki_check_2026-05-26.json,wiki,canonical_doc_candidate,High,281,10,b04d413430a8fa3231f4355bc547ce4ec639182c,review_frontmatter_and_track_or_merge
docs/wiki/graph/reviewground_wiki_check_2026-05-26.json,wiki,canonical_doc_candidate,High,194,8,06578799ca974f3971a132724a2293cd79cd1e87,review_frontmatter_and_track_or_merge
research/chinese_summary.txt,research,research_intake,Medium,5541,226,3997b5dfd5fe50174a721b58d356cc57612a015e,synthesize_or_archive_before_canonical
research/ernie_FINAL_REPORT_v5_unlimited.txt,research,research_intake,Medium,13618,666,e98904c2d1eaf5f5bcc8b2a4075112047403a1e0,synthesize_or_archive_before_canonical
research/ernie_FINAL_REPORT_v6_unlimited_english.txt,research,research_intake,Medium,10432,315,a463725d0db96aacaf84e0b831e584977c3520dc,synthesize_or_archive_before_canonical
research/ernie_IBM_1B_fallback_matrix.txt,research,research_intake,Medium,23039,968,bf6602f51ddea6e401a8f61af6105ccbd11009a8,synthesize_or_archive_before_canonical
research/ernie_NEXUS_v3_final_swarm_analysis.txt,research,research_intake,Medium,30839,1167,fe00228a0be6868f442f34e567738e757ff94684,synthesize_or_archive_before_canonical
research/ernie_TAMAS基准测试内容总结.txt,research,research_intake,Medium,5988,229,755a14fdd7c5373be49059a9c90c9ad6a86dadfe,synthesize_or_archive_before_canonical
research/ernie_cross_validation_final_v10.txt,research,research_intake,Medium,11085,546,65ac3baac25d8ba26e80366ec5f8003f5ff0ea25,synthesize_or_archive_before_canonical
research/ernie_cross_validation_report.txt,research,research_intake,Medium,8634,378,89542ecc3721acf581bf6e51353989c4d8df9ad2,synthesize_or_archive_before_canonical
research/ernie_failure_mode_analysis.txt,research,research_intake,Medium,15576,481,c4cc656902d05ba202382270b2e7e53ac7411e5f,synthesize_or_archive_before_canonical
research/ernie_root_cause_analysis.txt,research,research_intake,Medium,14235,579,2f40d3ca07aca601dc249a187ded4b07e674f26e,synthesize_or_archive_before_canonical
research/ernie_root_cause_analysis_v2.txt,research,research_intake,Medium,15914,527,9389cea21a16e07c4392cd15d0f723298731fdad,synthesize_or_archive_before_canonical
research/ernie_swarm_analysis_V10_V11_V12_unlimited.txt,research,research_intake,Medium,20165,779,a343ca5ff6fa88e3f011a7e4123390fc3b8ac391,synthesize_or_archive_before_canonical
research/ernie_swarm_analysis_V4_V5_V6_unlimited.txt,research,research_intake,Medium,19355,800,ec9d9a86ec0747c9bd00fac7e7ce6d1c817da07d,synthesize_or_archive_before_canonical
research/ernie_swarm_variant_analysis_v4.txt,research,research_intake,Medium,27549,1076,75a1dc6e840cf1549b45b85ea26544c1762e1ce1,synthesize_or_archive_before_canonical
research/ernie_swarm_variant_analysis_v5.txt,research,research_intake,Medium,30739,1241,7ebf7eec197390a29c5e2371cb712acc3ca42700,synthesize_or_archive_before_canonical
research/evidence/README.md,research,research_intake,Medium,829,15,c9acf75728835ddd9c4e610686b019c003a151ce,synthesize_or_archive_before_canonical
research/evidence/briefs/ernie-adversarial-corpus-v2.md,research,research_intake,Medium,1538,29,3c5740410bad97d528ce4462ef698bc3a5203225,synthesize_or_archive_before_canonical
research/evidence/briefs/ernie-cross-validation-v10.md,research,research_intake,Medium,640,17,adfd05ec62467792c3449387d1e15c84a083f9f0,synthesize_or_archive_before_canonical
research/evidence/briefs/ernie-swarm-analysis-v10.md,research,research_intake,Medium,796,18,24f34b164a568af09dc86382e55c967b1d91e220,synthesize_or_archive_before_canonical
research/evidence/briefs/ernie-swarm-v4-v6.md,research,research_intake,Medium,773,17,623f16d6db75d2ae05399cd560475b539492677f,synthesize_or_archive_before_canonical
research/evidence/briefs/guard-slm-reports.md,research,research_intake,Medium,585,17,7689ae6dcc430bbeda450fc7aef2e83ddf1a3b67,synthesize_or_archive_before_canonical
research/evidence/briefs/nexus-frontier-v5.md,research,research_intake,Medium,1366,27,cb6e1b32a14d2b538bcc6e582dc65c17205dd1d8,synthesize_or_archive_before_canonical
research/evidence/briefs/nexus-stess-lab-v7-merged.md,research,research_intake,Medium,615,17,19488139660527bbbd9e2189c3975adec1871e64,synthesize_or_archive_before_canonical
research/evidence/briefs/nexus-tamas-v6.md,research,research_intake,Medium,750,16,5e280db8edfdc24856b74b8a7926c0bbc357f430,synthesize_or_archive_before_canonical
research/evidence/briefs/phase6-trustkernel-integration.md,research,research_intake,Medium,767,18,16856332f0a92d828116be035327ae7ac2090b91,synthesize_or_archive_before_canonical
research/evidence/briefs/red-blue-purple-trustkernel-research.md,research,research_intake,Medium,728,17,1d07a4961b08fb658a1b5fc8392ba6a3f7581354,synthesize_or_archive_before_canonical
research/evidence/briefs/stress-lab-v4-high-quality.md,research,research_intake,Medium,621,17,6b969c04336ff8ff3d68ad0f80fec51aaf1d7546,synthesize_or_archive_before_canonical
research/evidence/drafts/ernie-v2-to-guard-plane-update.md,research,research_intake,Medium,937,25,82cb65edc35fa74c4c95198e28c6098da78153a1,synthesize_or_archive_before_canonical
research/evidence/raw/ADVERSARIAL_CORPUS_v2.md,research,research_intake,Medium,456,11,0e31d1be1f80d4e76d2b734cf0c19b7ecb9dfa7d,synthesize_or_archive_before_canonical
research/hygiene/2026-05-27-research-tidiness-rules.md,research,research_intake,Medium,1066,21,4fabfad4fd31f1426669b71b63eae52878fbe7f0,synthesize_or_archive_before_canonical
research/hygiene/archive-policy.md,research,research_intake,Medium,540,12,9ae124f54b502e7fb8d621f7c4df1d206f27a1c5,synthesize_or_archive_before_canonical
