risk,proposed_action,path,prefix,kind,priority,live_bytes,snapshot_blob_size,byte_relation,tracked_relation,exists_now,extension,disposition,sha256,actual_bytes,release_gate_status,release_gate_high,release_gate_medium,release_gate_errors
P3_manual,review_script_then_track_or_archive,datasets/bench_mutated_v5.py,datasets,source_or_script,P2_untracked_intake_review,5463,5463,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,7ef9625d217e77edc39b9d01aa60a6b37ddb0ae4319eeafade2903e8f60ada7f,5463,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/bench_new_models.py,datasets,source_or_script,P2_untracked_intake_review,7168,7168,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,73f015ed70e96d171c87afa3218b02ca6c33e7f78ce758f679316e6cbc78e652,7168,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/bench_qwen3guard.py,datasets,source_or_script,P2_untracked_intake_review,3720,3720,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,79cdb09d3e2527555b7c23df3fab3781e8108bab01e3ca5fe79ee299924a15be,3720,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/bench_qwen_mutated.py,datasets,source_or_script,P2_untracked_intake_review,2454,2454,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,556ff9e7f948cc1ed3dcb94221a28b93a30b39fe03e47ab42b779015fa6bb535,2454,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/bench_v51.py,datasets,source_or_script,P2_untracked_intake_review,5784,5784,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,5b2572dc51a02d967e981141311f83c3453a35ee57d5f7971f17c09f8c72d889,5784,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/bench_v51_benign.py,datasets,source_or_script,P2_untracked_intake_review,5288,5288,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,3558c5885a62d126a6c71cdc307f6192a6723d0a8f8374854dbb7b1f142f405e,5288,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/bouncer_bench.py,datasets,source_or_script,P2_untracked_intake_review,8595,8595,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,a53585df55862d70d1c1568a9b99e42a3aa4f13fbc781fd230a36b5498a9962f,8595,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/bouncer_bench_robust.py,datasets,source_or_script,P2_untracked_intake_review,10304,10304,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,d4c071e00f907ce616efa3f9aa6e627f378b0f845d5b924ad25305058a150593,10304,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/bouncer_bench_v3_fixed.py,datasets,source_or_script,P2_untracked_intake_review,7521,7521,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,10da2121644d0d3b305fd7898afc5dac5716a97d8555273d52b538025279bf59,7521,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/build_classifier.py,datasets,source_or_script,P2_untracked_intake_review,4543,4543,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,ba30f70a2bfa3c39d8aa66722a59f3b2e455352b4c931a0e7c1ee3099beb6402,4543,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/check_configs.py,datasets,source_or_script,P2_untracked_intake_review,555,555,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,e397625bc7624dadca867f283a82d698f967d74c868044bb3399786a6cfc3053,555,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/check_linear.py,datasets,source_or_script,P2_untracked_intake_review,445,445,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,22abd5adf606d48d1aace0b0c28af19cc0e77e455c0451fd1b0f223a78827385,445,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/check_qwen_baseline.py,datasets,source_or_script,P2_untracked_intake_review,936,936,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,fbb38f8300ffe02b7c223e6ff479e6ff45e20d6b9434e0316dabc4c2804fbd04,936,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/check_tamas.py,datasets,source_or_script,P2_untracked_intake_review,1582,1582,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,5295bc034347b3733e66fe80f965d828d8e72b44587fa0161e538d791729a330,1582,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/check_tamas2.py,datasets,source_or_script,P2_untracked_intake_review,1132,1132,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,6caa24ae6718a3c9319b373fd8fbee358518c4db40a48f01b36a34113b04be2f,1132,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/check_v2.py,datasets,source_or_script,P2_untracked_intake_review,193,193,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,b1345931b639ec8d1f770c1f4a75e9ae2ecb7cca28bde059fa49d0a566e2ae9a,193,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/combination_tests.py,datasets,source_or_script,P2_untracked_intake_review,11818,11818,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,984b4e3cd3b075b9c1a76c6d94d40bf1768c991b9b44c0850d00d08c0067a8c5,11818,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/combination_tests_v2.py,datasets,source_or_script,P2_untracked_intake_review,9853,9853,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,515a56d9344b1e3b79f3a37dece8e0b83887b57680ecb75bd3962fcc27eea62b,9853,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/debug_all_models.py,datasets,source_or_script,P2_untracked_intake_review,2950,2950,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,da1ed548ccff008c001e475cc1f352fef2e7d51ea2c6b24393ffedbbfcdd2e01,2950,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/debug_darwin.py,datasets,source_or_script,P2_untracked_intake_review,1467,1467,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,6a5d93ef99eb4c7d3431db065d6e40654655577d6dd504a20d2df33bd0545c05,1467,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/debug_model.py,datasets,source_or_script,P2_untracked_intake_review,977,977,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,041c4c56518be024aa0a296f04648470f63eea45c6395993b99e323cce20c145,977,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/debug_prompt_formats.py,datasets,source_or_script,P2_untracked_intake_review,1719,1719,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,97c243ae042651ca36a0f4f42682ef16edf1c5da6f6bc9e81aa1140197648177,1719,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/debug_tamas.py,datasets,source_or_script,P2_untracked_intake_review,1809,1809,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,ffcf250b3ee2999d1350932306662905733f686b22e0696108d58c2319d240db,1809,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/deep_search_slm.py,datasets,source_or_script,P2_untracked_intake_review,8366,8366,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,83b58dc524ab7742241118b35c8b9a60919e986aa7c1f79590d67d15bdddbf5e,8366,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/ernie/bench_ernie_1000.py,datasets,source_or_script,P2_untracked_intake_review,6006,6006,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,91926117f6dbcec0412e984780b2c8037cf6647ecf9860e179703e6fae899e9e,6006,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/ernie/bench_ernie_1000_local.py,datasets,source_or_script,P2_untracked_intake_review,9822,9822,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,192242528f4656cbb50e2743e5f761d73f22e42a08bc3882658cb8c5a13a7c8a,9822,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/ernie/code.py,datasets,source_or_script,P2_untracked_intake_review,2380,2380,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,031bece932807a6086a7c31179a060428d6e931abf1385132768639bb322b34d,2380,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/ernie/cp1_ollama_probe.py,datasets,source_or_script,P2_untracked_intake_review,2239,2239,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,e981db69ee1a77397f83ca944be5b72bfe9eba14963708f8f4b42c4b4f68d9cd,2239,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/ernie/cp2_guard_sweep.py,datasets,source_or_script,P2_untracked_intake_review,4228,4228,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,f98c322ae9266a3263f6c92d58977eadb6136540b6b45b89aa211cffe3ab4cbf,4228,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/ernie/cp3_cross_model.py,datasets,source_or_script,P2_untracked_intake_review,4388,4388,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,5f777ceddccfd48e99cf7d3a5a3a846a82afe9e822d8511bf18d6039a0f386ab,4388,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/ernie/cp4_final_report.py,datasets,source_or_script,P2_untracked_intake_review,6122,6122,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,43f17e08ef961c58e0f4b93ca6beb23654cb7c0e23d422cc64b3b973a16bac47,6122,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/ernie/verify_ernie.py,datasets,source_or_script,P2_untracked_intake_review,10378,10378,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,65652ea522e83e9dc06ca289aad2d1834b1725aaa360985d0287bc46bc2b855c,10378,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/fix_merged_model.py,datasets,source_or_script,P2_untracked_intake_review,2971,2971,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,e0d349e35e5ecd4fc147d22e7fd6fd74dfa11e8c637e37cd9ac926d56126d511,2971,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/gen_benign.py,datasets,source_or_script,P2_untracked_intake_review,6714,6714,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,ea9881dec19ebc7be256d4e7c0102429c6351eff43fc996010f3bde7702929bf,6714,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/gen_benign_100.py,datasets,source_or_script,P2_untracked_intake_review,13525,13525,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,907abd6fb17c6d7e4f93e1f2df8505090f0498dccaf942f43a07569ab45feb49,13525,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/gen_novel_adversarial.py,datasets,source_or_script,P2_untracked_intake_review,13217,13217,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,209e016c5a387ca028353c96980fea9fd23f957b02a7ae16fbfd4758e973ebe6,13217,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/guard_diagnostic.py,datasets,source_or_script,P2_untracked_intake_review,5236,5236,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,0404d13cd871e3d1203f47640381f785cae521a424c26b8c2fb9cf6b83a9b230,5236,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/guard_ensemble.py,datasets,source_or_script,P2_untracked_intake_review,16131,16131,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,144d114c3d415dba21876d9897e6deee2360b41eb7e480d7c46bef0650cc00f4,16131,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/guard_ensemble_special_virus.py,datasets,source_or_script,P2_untracked_intake_review,12366,12366,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,7e3411462cbdf6a6e87d844b8885bbaa3430ad22d69015080c1e4ef00702779b,12366,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/guard_plane.py,datasets,source_or_script,P2_untracked_intake_review,28867,28867,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,cda78b33dddab1bb28f647e9aef9d32e598c8aba4f8511fdc9866c46c6a53761,29172,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/guard_slm_test.py,datasets,source_or_script,P2_untracked_intake_review,6377,6377,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,ea1b69d089a198a2e4a98d3cfd7e25e76d88d53b492ef5bca2bf1085a981d56e,6377,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/guard_train.py,datasets,source_or_script,P2_untracked_intake_review,5639,5639,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,25e210a07b6dea1cbcf4b63b738971a4355c24b89087aaeeff5968139b6e6804,5639,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/manual_slerp.py,datasets,source_or_script,P2_untracked_intake_review,2422,2422,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,fa5caa25595b8e93ffcbc034236faba34054195bf4408c2d2541fcfe0b555343,2422,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/nexus_bucket.py,datasets,source_or_script,P2_untracked_intake_review,5454,5454,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,cc62cef517249b9a2ded005cc76cbd90419a9f860ffaa301edd8a7e61b0cdf19,5454,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/probe_prompts.py,datasets,source_or_script,P2_untracked_intake_review,2896,2896,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,362e5448a063403b67c53ff440954afc89b3e093270ecd4689d613bced525383,2896,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/quick_test.py,datasets,source_or_script,P2_untracked_intake_review,1153,1153,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,ff0be64f2ff08614fe865b2d0ae5456ed83e9a0a368f7fd749fa3eba0e173c39,1153,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/retrain_classifier_v2.py,datasets,source_or_script,P2_untracked_intake_review,6622,6622,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,45f8f67572e0a2984eace2fbb8f42f111ca8a4a5471d1dc575b8ef0a32876bb7,6622,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/retrain_classifier_v3.py,datasets,source_or_script,P2_untracked_intake_review,19025,19025,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,012dc08d714d58bff01a620bbb9c6b634b81124a263b0d0eeb80d58fd44b2cc5,19025,BLOCK,1,0,0
P3_manual,review_script_then_track_or_archive,datasets/sweep_models.py,datasets,source_or_script,P2_untracked_intake_review,13235,13235,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,4145897315a5a923d42c057f74314dff64d3018692cd9729dc7e020c640a22c1,13235,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/tamas_benchmark_v3.py,datasets,source_or_script,P2_untracked_intake_review,4464,4464,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,e8e0fa0db06f5629f8f1368e238f9ccf216189c5a4aedd33e43e5eff73be65bd,4464,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/test_bonsai_quick.py,datasets,source_or_script,P2_untracked_intake_review,3295,3295,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,40b5c9c9fcc2fa184a741448b054613261e85af33aee5636e10215d876a2324a,3295,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/test_gemma_benign.py,datasets,source_or_script,P2_untracked_intake_review,2559,2559,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,5063a8d53bdb0f4ab2da90896a2732b13b475bab8ea7f5f26e24b52f2780f9c9,2559,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/test_v4_prompt.py,datasets,source_or_script,P2_untracked_intake_review,4565,4565,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,dc7d90b948f67cb7b5a170e2d003b4695530ff51e416085481989b1b1efb05cf,4565,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/test_v5_prompt.py,datasets,source_or_script,P2_untracked_intake_review,5863,5863,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,2aac20240f67fcc298fa64bdabf701b086b8122f31e2818baab98cd492e893ba,5863,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/train_guard.py,datasets,source_or_script,P2_untracked_intake_review,5072,5072,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,7eebb1b8ce512425a5a735279a4b30c0003cf277e23d3546ece3a94e775a2f3f,5072,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/v7_builder.py,datasets,source_or_script,P2_untracked_intake_review,25484,25484,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,6c565acbcedc6358879837cf08953ce25d430803b3710621318eeb79f449df00,25484,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,datasets/v7_schema.py,datasets,source_or_script,P2_untracked_intake_review,1643,1643,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_research_tooling_review_before_tracking,a18f1b76beb687dbc9f07140cc6cc279c385e8157f9bb9f1d46cfa2836db7620,1643,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,models/convert_hf_to_gguf.py,models,source_or_script,P2_untracked_intake_review,172040,172040,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_model_tooling_no_weights_blind_tracking,a42f705f66a5ac52b7b92fc995dc8f9f3fde6ba780a407e76e140f21adb94774,12106,PASS,0,0,0
P3_manual,review_script_then_track_or_archive,models/guards/dual_slm_router.py,models,source_or_script,P2_untracked_intake_review,9062,9062,live_differs_from_snapshot_untracked,not_tracked_current_index,True,.py,preserve_model_tooling_no_weights_blind_tracking,cc2993e41d9d36ee67215107cf6e1c5cf93360920022c3035079b9c400e5bc47,9062,PASS,0,0,0
