path,prefix,extension,live_bytes,snapshot_blob,live_blob,proposed_action,category,disposition,evidence_strength,rationale,exists_now,line_count_if_small,sha256_if_small_or_metadata
.agents/skills/onboardingv2/references/sdk/snippets/browser-frameworks-sdk.md,.agents,.md,1079,ebc8f0159befebc6bdffa4d0c2f116de57c5bdff,832e5998bd26985d36276d2eeab0cfc650bfbbf0,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,21,54591136bea2eff37f6e53ac9afc10cc337b8f29eba183c52760816fad0ace3e
.agents/skills/onboardingv2/references/sdk/snippets/cpp-client-sdk.md,.agents,.md,969,41624d598b87870b6345162c3df8227985e75d80,9ee8740d918dae1ecd78f7dbaed8e8e2d068020c,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,19,bbedfb4dc5021cc29ce70daad323965055f8732e93faa4c8fd7f59027fab0fc8
.agents/skills/onboardingv2/references/sdk/snippets/cpp-server-sdk.md,.agents,.md,728,1558c2999871ecd1e672f37da64912df89d93ccd,4ac5211fb9b97ee47cf3d8f210f949f49bdfe2a5,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,18,87a19c8d0934a9750b8644e7624622674e4967c5e8d0c1a3169f7b824ea418fb
.agents/skills/onboardingv2/references/sdk/snippets/dotnet-client-sdk.md,.agents,.md,1240,baf3d5d277740120822b9b0f3aefbad2550ec9c3,9b212dc582085edafad221ad6781f920bc76af08,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,22,1160001fdedc0a9982dbe21a671f70a07e0edb6cf4d1f3f6ee513dd22df00f43
.agents/skills/onboardingv2/references/sdk/snippets/dotnet-server-sdk.md,.agents,.md,3524,57e50e73534a099bb07190a2c1b0dff1a24f51a8,d1f9bfe2aa319164ec65b0801bc0c7cd9fd4f326,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,79,6a56e99922df9ef4f375fb1c8d2f38f5d7a28baca90d44560bf79c7326f5f356
.agents/skills/onboardingv2/references/sdk/snippets/edge-sdks.md,.agents,.md,1943,8f7ed44168602ab0acc8bed6d17f533027ac7d27,4cc87680aacc9d482f846279e7ef5ede50bf375c,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,20,8581ff84798fbd9ff0ba5e2ecd7cf76f20be5a49b707be5c0c9edfbb19f612d3
.agents/skills/onboardingv2/references/sdk/snippets/electron-client-sdk.md,.agents,.md,908,7f59a62433535f10bf5088e13be4434ec865ed6f,3f240e319ca647722eeb47444fd8643701cfc8a1,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,20,58e844db0f10e6f31ad8aab489433c36b3c145d8454885abc49d4e3a8e64ef0d
.agents/skills/onboardingv2/references/sdk/snippets/erlang-server-sdk.md,.agents,.md,889,661e37691f29488184c57c7f0aabf4c092faaae8,b22b579df91688eb19416b4442733ec16447fd5f,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,19,e5b8a6ba1175c6cb99ce3c996aeff7b9034f8b2811132f823fef62234991930b
.agents/skills/onboardingv2/references/sdk/snippets/flutter-client-sdk.md,.agents,.md,1304,d847a0db1c34057e4016969526bf68534e3c5888,bd76d9190fe91911ef77a858e9c0abe671d1b29f,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,22,9f35b145b8dc974d6bdd93af9ed58c159ef23b64ea9246c169451b40226afde3
.agents/skills/onboardingv2/references/sdk/snippets/go-server-sdk.md,.agents,.md,2245,26d47c4601ba57ed10f035a04696c1f699dc6610,da6e99ad1857bf32cbae22bb44eaab8b3d5eddac,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,41,1b42fad4d00dd312dd9c704d27d9f7aaa91e2049bc7581c614261fb7c0041f6b
.agents/skills/onboardingv2/references/sdk/snippets/haskell-server-sdk.md,.agents,.md,919,df4db0accbe3b851b685a110c0a1bc862222cd1f,f9277e8783170279b9909af7dfa4e897e29f69b2,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,20,970e68b22d2d6caed6d82156f29e224a703e7b143bdde2fcb2d9513e7c7986f6
.agents/skills/onboardingv2/references/sdk/snippets/ios-client-sdk.md,.agents,.md,4782,c733289321a7bb92a2f3ffeba8f01008001bf063,1f3fa75daebe91e7efe4620c0969c4504cd5f347,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,106,0ff4400661c0cdddff293b43c8c08e74bf29ba41e6db739e4e80dd9db54e3a09
.agents/skills/onboardingv2/references/sdk/snippets/java-server-sdk.md,.agents,.md,3587,c872acb630195bce0f33bc2c5fceeea250147f1e,37cf5e049bf4974f4c13b8723b70ee5e94ee135b,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,83,64696cf223cf3fb9250f8972e41635ce3213d51dc914f2749a3eb166d2225f13
.agents/skills/onboardingv2/references/sdk/snippets/javascript-browser-sdk.md,.agents,.md,2747,1cb1750c626e230458d83b351b12de44e2fceba3,477472e16a585ebe64add875776d7f9adbd51cda,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,50,c5d785d46cfbd4093380f7da48417025734da18e2765847b936bf3d712e11cb2
.agents/skills/onboardingv2/references/sdk/snippets/lua-server-sdk.md,.agents,.md,1054,eac2b9f11ced74bf2b320ec6880fc8bb4005bdd2,cbbd3f568b1cc7ed2dfe02a843895cf1aa7eddbe,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,20,b9962f96b04448c1fc33d49d2b4cbfd25d4b90f3540efd7c9317e4fcffb8f217
.agents/skills/onboardingv2/references/sdk/snippets/node-client-sdk.md,.agents,.md,1017,e1144ed7accb061b397540109129e1f3e8148114,3db82b0af4e8ca4d6eff2c3419cdb26ac9f28522,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,22,95a6d127e5b4c65cf5f5da4bbe8a400c4bff566e5815d09b1b3726fa41df7d68
.agents/skills/onboardingv2/references/sdk/snippets/node-server-sdk.md,.agents,.md,3008,505f96fe8790249515e4184f0ada6440dacf44e2,64d98831fcb6d550a134a0a08e41c22d65ca721c,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,69,d3327875b5c378b76556a1926175696a264aa074694883d2501fe0654f16eefc
.agents/skills/onboardingv2/references/sdk/snippets/php-server-sdk.md,.agents,.md,847,52557cfa2c11a1cb90b07cb4376866e8b2b92ba7,d830f127fd2b65846a09949110ba8e08e7179a4f,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,20,7400ca6988e34bd5f0d0f48a8d1a70e20d0c43803c882347127a26b7b08333f1
.agents/skills/onboardingv2/references/sdk/snippets/python-server-sdk.md,.agents,.md,2921,a7d413f863a7913bffa3db14919a7f427f569ab8,7940b06542de8558c1134aaefe0d03b8071c8bf7,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,68,f8b247f6a1a2d6ad5bd69d1f059e584a59f5c5179072ccd5b30d177ba82c5732
.agents/skills/onboardingv2/references/sdk/snippets/react-native-sdk.md,.agents,.md,2916,701bfbccbc98ea393d6f6520dcecee164886cd83,76eace4e5e230c0685235d697d7a086042889aa0,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,64,b24710b8de9c8ecaf367258d55a0517877ab70db0c02e1fcec1bc8d41f5c16ca
.agents/skills/onboardingv2/references/sdk/snippets/react-web-sdk.md,.agents,.md,2911,e6fd97267ce5411ee310d2800e243a48cd80827d,01e5329ce30fcc38f947a3221019703327972e91,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,64,00d12232224d56227dfaf6e822ad7d6a9425179eea49d162af29f6b212b4160d
.agents/skills/onboardingv2/references/sdk/snippets/roku-client-sdk.md,.agents,.md,718,4ca5cbdbbd13aa48870da8ee066ee3c18e90493a,059c8f504c409e4509ad35d02377f36fa5d2985a,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,18,b27962b6b9e54a8d5eb6a00ee11b6a371e193aa2b0ce94d66b256d581410144d
.agents/skills/onboardingv2/references/sdk/snippets/ruby-server-sdk.md,.agents,.md,934,6f37807970a9b47adca5dbd797103e95f5027e07,dd9ba5e37ded03f403f4505eae06e0cd7d5116a8,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,20,9309b798aaf0fdee7f3bb51688f9dce3e48656366b7e9fcc55a5c46c7e53b7f7
.agents/skills/onboardingv2/references/sdk/snippets/rust-server-sdk.md,.agents,.md,866,64a4c168c6ea3de92ffdd753e6082aace7f7d8e5,b95e3c230bec534bf6b7c68a2e743eb904ecd933,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,20,c15949abac54f60f38f9aea30450e5b52fb06f6b6eed274de93f6674f213878f
.agents/skills/onboardingv2/references/sdk/snippets/vue-client-sdk.md,.agents,.md,765,cb85a8ace62009a3ce116c13812b46f076f2c16e,151777876742d6a2c21d01c5fb261e1d885eb9a6,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,19,6d38011d0f846610ca3bf0b9ccd7f2928df39ea3df0294dae98987a327162a40
.agents/skills/onboardingv2/sdk-install/SKILL.md,.agents,.md,5148,bf2fd7366d62989ccdcb9268e65e268b4f6be7cd,f11c7c89aedde9679ab50e5f7ad58dd45a1128cb,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,73,89b47ee4e8e27618cd7955eb4025ff95d5ba4b9bfc6c055baf08b7dc5fc51e05
.agents/skills/onboardingv2/sdk-install/apply/SKILL.md,.agents,.md,14445,ef115a7c8dd66eba99df4e411d8981ac434b873b,77249539afc49fc872789828cc9e10dc909cf063,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,172,e76a2c7b60a49ceff2a96f70c19b121fabfe54a9dff46e7be9eee8d89e98fc95
.agents/skills/onboardingv2/sdk-install/detect/SKILL.md,.agents,.md,12494,48d1bc32cc1c6e956ee0549210e5914d5ce7fbc2,9b5912a7dcd7fcad5734594b64973ebed78c7714,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,218,ff9c356d8221b9eaa9aca1881e441fa1196951d55fa379fa26a23a90f05af761
.agents/skills/onboardingv2/sdk-install/plan/SKILL.md,.agents,.md,10264,f82eea1d0b86f3dd64d3d5efff8b9ed50f4a3727,431306a0218a3e9c6ae7522607556215060d618b,research_intake_archive_or_canonicalize,external_agent_skill_reference,archive_or_agent_skill_manifest,Medium,Third-party skill docs are useful reference material but not NEXUS canonical policy.,True,141,74adb232b65317deb35cc52a3e13567536caf51595ca72b25a9fd231d977c9a5
benchmarks/digitalocean/do_correctness.csv,benchmarks,.csv,41888,d3a6c88fa9a50f2d7681d20aa733406637b95488,948e7d769290f06a20dca69686713b8be84b3cfe,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,863,58f145847caa0688c0a9771d86ec5effa61c9e71623537ffc6788e7519e270e1
benchmarks/digitalocean/do_full_suite.csv,benchmarks,.csv,50165,e6310429ce5a37e98665e65707c1b869814c950f,80a829f8f988751ed2aaa6cf34cc1c823b67ec7c,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,690,269f1cfd9b2586d1636af6ace929f5d290803fe50476872e2b218c6b1f1abae5
benchmarks/digitalocean/do_governance.csv,benchmarks,.csv,61342,f31bc8852b59558eb7b6073f3584cb4137c13558,15f69020b49c0c598b9d6e22558cdc36a6f09c33,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,584,196565d07855051e6e4e90140668f77806dc5bb1461462691348687ff1bb9aaf
benchmarks/digitalocean/do_safety.csv,benchmarks,.csv,43278,e4683bda6728a9263994ec28c92222f114d682d8,f9816ac9e9ba2875008260054d24717bc8de384d,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,239,f69c0e4cba5c3edbb7159ee28a1987cc25f72a498efe18eac586a9236a10e5b4
benchmarks/digitalocean/do_user_outcomes.csv,benchmarks,.csv,104762,dcc5ad12b467e80e4f2c344aee34cc009986f3cf,649b535c8d58b095f71e7468a55e99d26082b462,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,2025,7fdd0b423b3498c9c9da78dbf3d3b2d97d0b79e181b70bc523a70d85a44f9662
benchmarks/digitalocean/knowledge_bases/governance/kb_manifest.json,benchmarks,.json,2831,bd7e53630940d27f25c9ab3cf2c7e4c7d72ce4e2,7d720f94e9cf0ab2394e94061ffbb14558bceac6,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,90,db3b8e3e017559303e267d3a6ace21bb7b2def9bc1be7b0633c4c4fca4c69f77
benchmarks/digitalocean/knowledge_bases/operations/agent_registry.yaml,benchmarks,.yaml,1352,763c00328daab8eaca97aecf1f8554f0c49cb0fd,e2e6ff3593918def6c180769605703bf4e6a841e,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,40,e249d3184d1efd3af064eb6a1b1c04196e5a65810bd3880bc52e6306f6156a7f
benchmarks/digitalocean/knowledge_bases/operations/kb_manifest.json,benchmarks,.json,2541,3dc30ab651f7577fd4ec1c04a5f1a7a92f2e8d36,f7201015866936d46ad681650e08d521b9207fb2,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,85,db78595873273d5f52c7b3da3e1ad4313483f4712db1923525648f27ffa94922
benchmarks/digitalocean/knowledge_bases/research/kb_manifest.json,benchmarks,.json,3612,40a8612b28f718e814b68e94ae9bad691481be42,0bd864688821eefdc668feb1ded49a4ee05e42a8,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,107,7cff61a8297ab2dbe0b21630e4fa23861ba8d8fa93cd2224e76de6cb7a01da29
benchmarks/do_kb/bright_retrieval_eval.jsonl,benchmarks,.jsonl,783295,d75eddd43810395bed7dced5968e93cc1901158d,a0c20ba239f7ecb544a58716f6b99e77d92bae8e,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,500,dd9f320aa41c8cfa1456edf9c2f0ade95594ad9d0dc5b180be725841289a4081
benchmarks/do_kb/celestia_kb_baseline.jsonl,benchmarks,.jsonl,1872541,a2ae8c528b1851d690483374bd4f9fc017fa8b49,2b8ed932654613709daeac9e7b127a4f9c3782f6,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,401,2fe3df8b34af8f23f864280ce88c9ef7373c3b783c60f47b0ae19f5946a962b6
benchmarks/do_kb/wikipedia_retrieval_baseline.jsonl,benchmarks,.jsonl,581922,07ee0bc18fad68dacc8a866c08cae54a2ac0168a,6deb067e85e0ac2fbb335860afdc0ec9e7b704ec,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,498,7b9b4a22f395fa4b87cf2af57cbb29a3a409385fec78b36c5833d139c30ebe11
benchmarks/eggroll/mathvista_foundry.jsonl,benchmarks,.jsonl,711666,479f78836f319ff8465d3ed311ea329fd8731fdd,528d27f07e51e43a5de5c697060f7f74c5051143,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,500,aade2d38dc1f2d3de2f0f51cc58cda468a6cc10e466f99ad017b9a5b6fd74548
benchmarks/eggroll/scienceqa_foundry.jsonl,benchmarks,.jsonl,1947876,4974346f1369792b8937559682842f30f05f2eac,00fc9203b8da5dcace905c6f0f78c3b7365bd419,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,1000,a8a1a0780ea7187acc4988d863fcba45db5235640ce76569470459ce05f18f8e
benchmarks/eggroll/sudoku_extreme_procedural.jsonl,benchmarks,.jsonl,1075464,4348c89556e090b62b3b59e0d2db23a3ea066c10,c10b219c5568da0877d91e7df8e6cbb028a4b019,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,1000,e4a674c96ac480346f3a90fe13fde776d28a574aef4ba20cb8a5c962df8fe60e
benchmarks/merge_manifest.json,benchmarks,.json,5031,c488fae1884955166aa53a2e9ed384c648601f70,3be66ca0b5f0dd4f0b3158c3d308ee4fc52dc107,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,161,289d6bc919abf6b377d00337334f1089dec080543b67ee0d878971bb4578c62d
benchmarks/opusman_eval/dataset_manifest.json,benchmarks,.json,1587,2ffcfde2f2d7bedbe531517c055ecaa14ff0cdf2,fe98bd304d323cf39bf9db1afc579620185d40c2,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,69,8613eebb7960f11bbb69df50bbc4734af7a7061bfcef563be5faaca1cc62421b
benchmarks/opusman_eval/humanevalpack_foundry.jsonl,benchmarks,.jsonl,278047,813acc5dee37dcfc4289be3e80c9a04afd81284c,2ed841b785ed5790db40ddbfa2b44fa7b9ff723b,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,164,caa49e9481b4dcc9362ffbdc58035c39f8c63af0db8dc9be8447130996bc727e
benchmarks/opusman_eval/math500_foundry.jsonl,benchmarks,.jsonl,258781,28f819c32afa5b08b3ae1ee3ce2098f9b7d00a05,c7ada4b55de8bcbcf0a60e202b931fbe99cb3989,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,500,d2b372258a0126453544d868daadeeafd0f56ca5bce9d15b4c1e1c2d04fb36a2
benchmarks/opusman_eval/octocoding_foundry.jsonl,benchmarks,.jsonl,191582,04de037f8775d280cacee94d932a90f9d9037a60,763bcdfd0e778ac212a294242ab5606ef4a9542e,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,72,5ba47c2192679c1bb7e1f19313a8a735a438c94d781c8510ebadab5dcc50826e
benchmarks/opusman_eval/results/eval_opusman_20260427_003556.json,benchmarks,.json,980,29aec8f4dc2d5dc7aab27acd2a910414a69d77b5,ccb4730f309025580365198d377f01c0e70c5d4a,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,46,479091c41f5e63fd4d1296fe1c069b91ed421b55f2480d74aa5405c6d9976c4b
benchmarks/orchestrator_eval/dataset_manifest.json,benchmarks,.json,1597,a36d097f69cec606c7213fae2a4ddd6b7a149745,f9146da223d9a3bd20edba0bf9e9506574500769,dataset_benchmark_registry_preserve_do_not_track_blindly,dataset_benchmark_registry,preserve_manifest_first,High,Do not git-add blindly; create dataset registry with hash/rows/size and track only reviewed manifests or small canonical sets.,True,69,a0872c0dac4fb1eef1569c75042f0c9d52cd94b8a37becb952abe0903ce40af2
