"Name","FullName","Mode","Length","LastWriteTime"
"AIKIDOsecuritytest-01.txt","C:\Users\speci.000\Downloads\AIKIDOsecuritytest-01.txt","-a---","21557","05/18/2026 12:43:54 PM"
"env.txt","C:\Users\speci.000\Downloads\env.txt","-a---","1866","05/18/2026 12:29:40 PM"
"geminiresearch01.txt","C:\Users\speci.000\Downloads\geminiresearch01.txt","-a---","124274","05/18/2026 8:33:18 AM"
"SLMworkflowinference.png","C:\Users\speci.000\Downloads\SLMworkflowinference.png","-a---","351364","05/18/2026 8:22:16 AM"
"DigitalTwinAI-human.png","C:\Users\speci.000\Downloads\DigitalTwinAI-human.png","-a---","115218","05/18/2026 8:21:51 AM"
"escapeorpoisonBLACKbox.txt","C:\Users\speci.000\Downloads\escapeorpoisonBLACKbox.txt","-a---","4851","05/18/2026 8:08:32 AM"
"MCPinspirations.txt","C:\Users\speci.000\Downloads\MCPinspirations.txt","-a---","9149","05/18/2026 7:31:15 AM"
"conciousnes1.txt","C:\Users\speci.000\Downloads\conciousnes1.txt","-a---","45070","05/18/2026 7:04:57 AM"
"Nebiusrelated.txt","C:\Users\speci.000\Downloads\Nebiusrelated.txt","-a---","7774","05/18/2026 7:02:34 AM"
"PineConePackboot2.txt","C:\Users\speci.000\Downloads\PineConePackboot2.txt","-a---","2405","05/18/2026 1:28:38 AM"
"Visual ID workflow.png","C:\Users\speci.000\Downloads\Visual ID workflow.png","-a---","226841","05/18/2026 12:06:45 AM"
"therm02.txt","C:\Users\speci.000\Downloads\therm02.txt","-a---","281205","05/17/2026 11:16:26 PM"
"therm03.txt","C:\Users\speci.000\Downloads\therm03.txt","-a---","18188","05/17/2026 11:16:22 PM"
"notionlog01.txt","C:\Users\speci.000\Downloads\notionlog01.txt","-a---","29903","05/17/2026 11:16:20 PM"
"Codex Installer.exe","C:\Users\speci.000\Downloads\Codex Installer.exe","-a---","1294880","05/17/2026 8:10:34 PM"
"thermoLLMfix-001.txt","C:\Users\speci.000\Downloads\thermoLLMfix-001.txt","-a---","253873","05/16/2026 8:27:18 PM"
"CloudflareWORKERtest.txt","C:\Users\speci.000\Downloads\CloudflareWORKERtest.txt","-a---","15737","05/16/2026 3:57:33 PM"
"LLMdevHallicReasons.png","C:\Users\speci.000\Downloads\LLMdevHallicReasons.png","-a---","175776","05/16/2026 1:35:53 PM"
"REWARD-TRY-FAIL-LEARN-001.txt","C:\Users\speci.000\Downloads\REWARD-TRY-FAIL-LEARN-001.txt","-a---","62947","05/16/2026 1:11:28 PM"
"nemotron 3 stress test for variant Temps.txt","C:\Users\speci.000\Downloads\nemotron 3 stress test for variant Temps.txt","-a---","5762064","05/16/2026 1:09:56 PM"
"evoDivAgenticWorkflow.png","C:\Users\speci.000\Downloads\evoDivAgenticWorkflow.png","-a---","444624","05/16/2026 11:45:28 AM"
"SLMworkflow.png","C:\Users\speci.000\Downloads\SLMworkflow.png","-a---","248391","05/16/2026 11:45:04 AM"
"oldSLMexampletable.png","C:\Users\speci.000\Downloads\oldSLMexampletable.png","-a---","178718","05/16/2026 11:44:37 AM"
"grok-video-01b2b33e-50bd-4e4e-9bcc-b395d0a5f6bd.mp4","C:\Users\speci.000\Downloads\grok-video-01b2b33e-50bd-4e4e-9bcc-b395d0a5f6bd.mp4","-a---","13177482","05/16/2026 5:10:50 AM"
"grok-image-edc21dfe-2ba9-40f8-9735-a2c23b07e163.png","C:\Users\speci.000\Downloads\grok-image-edc21dfe-2ba9-40f8-9735-a2c23b07e163.png","-a---","327839","05/16/2026 4:11:26 AM"
"grok-image-a00c1b0b-6c6b-4b46-ba8d-55adc8fdc8dd.png","C:\Users\speci.000\Downloads\grok-image-a00c1b0b-6c6b-4b46-ba8d-55adc8fdc8dd.png","-a---","372126","05/16/2026 4:11:20 AM"
"grok-image-84fdbab9-ea14-48e8-84ae-697c69e02eb3.png","C:\Users\speci.000\Downloads\grok-image-84fdbab9-ea14-48e8-84ae-697c69e02eb3.png","-a---","346192","05/16/2026 4:11:08 AM"
"NEXUS-IMAGINE-pipeline-RAW.txt","C:\Users\speci.000\Downloads\NEXUS-IMAGINE-pipeline-RAW.txt","-a---","207367","05/16/2026 12:57:22 AM"
"V4B6N.jpg","C:\Users\speci.000\Downloads\V4B6N.jpg","-a---","390753","05/15/2026 11:41:36 PM"
"UJ60Y.jpg","C:\Users\speci.000\Downloads\UJ60Y.jpg","-a---","319113","05/15/2026 11:41:35 PM"
"QUzgh.jpg","C:\Users\speci.000\Downloads\QUzgh.jpg","-a---","404815","05/15/2026 11:41:33 PM"
"E2Y0D.jpg","C:\Users\speci.000\Downloads\E2Y0D.jpg","-a---","319798","05/15/2026 11:41:32 PM"
"grok-d47d2036-42c3-4abd-b097-9a3f0046c5e5.jpg","C:\Users\speci.000\Downloads\grok-d47d2036-42c3-4abd-b097-9a3f0046c5e5.jpg","-a---","624728","05/15/2026 11:13:51 PM"
"grok-492c8af5-a682-42c1-8a7d-e4f5b03f4e05.png","C:\Users\speci.000\Downloads\grok-492c8af5-a682-42c1-8a7d-e4f5b03f4e05.png","-a---","391991","05/15/2026 11:13:48 PM"
"grok-85a82797-ba65-471e-9765-8ca224523492.jpg","C:\Users\speci.000\Downloads\grok-85a82797-ba65-471e-9765-8ca224523492.jpg","-a---","723535","05/15/2026 11:13:45 PM"
"grok-07fec0fc-2eff-4eb7-94b7-bfb0ee92fdb7.jpg","C:\Users\speci.000\Downloads\grok-07fec0fc-2eff-4eb7-94b7-bfb0ee92fdb7.jpg","-a---","486384","05/15/2026 11:13:42 PM"
"grok-3dec342f-1836-4ced-a35c-b41bf1f0da22.jpg","C:\Users\speci.000\Downloads\grok-3dec342f-1836-4ced-a35c-b41bf1f0da22.jpg","-a---","382636","05/15/2026 11:13:40 PM"
"grok-cbd31798-a1f9-43f7-ab2a-c3c506be5ba5.jpg","C:\Users\speci.000\Downloads\grok-cbd31798-a1f9-43f7-ab2a-c3c506be5ba5.jpg","-a---","575826","05/15/2026 11:13:37 PM"
"grok-8398eb61-cbc5-40b0-99af-3a3d97d7bad4.jpg","C:\Users\speci.000\Downloads\grok-8398eb61-cbc5-40b0-99af-3a3d97d7bad4.jpg","-a---","736840","05/15/2026 11:13:35 PM"
"cyberpunk_BIG_scenario.txt","C:\Users\speci.000\Downloads\cyberpunk_BIG_scenario.txt","-a---","9804","05/15/2026 10:34:28 PM"
"PFMbasicschema.png","C:\Users\speci.000\Downloads\PFMbasicschema.png","-a---","224429","05/15/2026 9:40:31 PM"
"ASMRtempLLM.png","C:\Users\speci.000\Downloads\ASMRtempLLM.png","-a---","139049","05/15/2026 9:40:08 PM"
"HALLUCINATION-001-locale-bleed.md","C:\Users\speci.000\Downloads\HALLUCINATION-001-locale-bleed.md","-a---","7008","05/15/2026 9:11:15 PM"
"NotionMCPstyledPlan.txt","C:\Users\speci.000\Downloads\NotionMCPstyledPlan.txt","-a---","26803","05/15/2026 8:48:57 PM"
"TEMPtestsstart-01.txt","C:\Users\speci.000\Downloads\TEMPtestsstart-01.txt","-a---","56866","05/15/2026 8:45:05 PM"
"1505","C:\Users\speci.000\Downloads\1505","d----",,"05/15/2026 6:53:33 PM"
"ernieMCP.txt","C:\Users\speci.000\Downloads\ernieMCP.txt","-a---","157696","05/15/2026 5:07:47 PM"
"ernieMCPshort.txt","C:\Users\speci.000\Downloads\ernieMCPshort.txt","-a---","30556","05/15/2026 5:07:20 PM"
"Workflows.zip","C:\Users\speci.000\Downloads\Workflows.zip","-a---","23756722","05/15/2026 4:59:17 PM"
"AI Agents Gone Rogue.txt","C:\Users\speci.000\Downloads\AI Agents Gone Rogue.txt","-a---","35175","05/15/2026 2:07:19 PM"
"notionAIinstructionSUPERprompt.md","C:\Users\speci.000\Downloads\notionAIinstructionSUPERprompt.md","-a---","4328","05/15/2026 2:07:06 PM"
"greatA2Aconnectionlogs-01.txt","C:\Users\speci.000\Downloads\greatA2Aconnectionlogs-01.txt","-a---","243037","05/15/2026 2:06:59 PM"
"Grafanasettings.txt","C:\Users\speci.000\Downloads\Grafanasettings.txt","-a---","3062","05/15/2026 2:06:38 PM"
"PineConePackboot.txt","C:\Users\speci.000\Downloads\PineConePackboot.txt","-a---","1759","05/15/2026 2:06:08 PM"
"notion_mcp_agent_preview.png","C:\Users\speci.000\Downloads\notion_mcp_agent_preview.png","-a---","268526","05/15/2026 1:17:09 PM"
"tts_supertonic_subagent.py","C:\Users\speci.000\Downloads\tts_supertonic_subagent.py","-a---","6707","05/15/2026 11:06:54 AM"
"HFinternRnDtempbench-01.txt","C:\Users\speci.000\Downloads\HFinternRnDtempbench-01.txt","-a---","47718","05/14/2026 10:35:30 PM"
"nexus_mcp.py","C:\Users\speci.000\Downloads\nexus_mcp.py","-a---","3561","05/14/2026 6:34:27 PM"
"dashboard-app-development.zip","C:\Users\speci.000\Downloads\dashboard-app-development.zip","-a---","35026267","05/14/2026 2:58:17 PM"
"NEXUSscienceteamreport-01.txt","C:\Users\speci.000\Downloads\NEXUSscienceteamreport-01.txt","-a---","1212452","05/14/2026 7:23:22 AM"
"ErNIEg33_full_content.docx","C:\Users\speci.000\Downloads\ErNIEg33_full_content.docx","-a---","11898","05/14/2026 7:08:52 AM"
"29&(][11!34.txt","C:\Users\speci.000\Downloads\29&(][11!34.txt","-a---","3447","05/14/2026 3:53:14 AM"
"task-list.json","C:\Users\speci.000\Downloads\task-list.json","-a---","4897","05/14/2026 3:17:53 AM"
"project-requirements-document.md","C:\Users\speci.000\Downloads\project-requirements-document.md","-a---","6825","05/14/2026 3:17:40 AM"
"backend-structure-document.md","C:\Users\speci.000\Downloads\backend-structure-document.md","-a---","11075","05/14/2026 3:11:11 AM"
"hitcheck (1).zip","C:\Users\speci.000\Downloads\hitcheck (1).zip","-a---","249162","05/14/2026 2:44:34 AM"
"workspace-a7c67231-d24f-4e1a-a283-f9ed68340dae.tar","C:\Users\speci.000\Downloads\workspace-a7c67231-d24f-4e1a-a283-f9ed68340dae.tar","-a---","15645217","05/14/2026 2:44:26 AM"
"Speculative_Decoding_Text_Report (1).docx","C:\Users\speci.000\Downloads\Speculative_Decoding_Text_Report (1).docx","-a---","22482","05/14/2026 2:05:07 AM"
"storyline01.txt","C:\Users\speci.000\Downloads\storyline01.txt","-a---","33796","05/14/2026 12:13:53 AM"
"ErNIEg33.txt","C:\Users\speci.000\Downloads\ErNIEg33.txt","-a---","28593","05/13/2026 9:28:22 PM"
"HHvF-2sWQAMzsyD.jpg","C:\Users\speci.000\Downloads\HHvF-2sWQAMzsyD.jpg","-a---","26919","05/13/2026 9:15:34 PM"
"NEXUSbigLOGdeepseekV4-01.txt","C:\Users\speci.000\Downloads\NEXUSbigLOGdeepseekV4-01.txt","-a---","376493","05/13/2026 6:18:44 PM"
"DASHBOARD.json","C:\Users\speci.000\Downloads\DASHBOARD.json","-a---","18381","05/13/2026 3:38:29 PM"
"DERDDRE.zip","C:\Users\speci.000\Downloads\DERDDRE.zip","-a---","14526199","05/13/2026 2:32:44 PM"
"DERDDRE","C:\Users\speci.000\Downloads\DERDDRE","d----",,"05/13/2026 2:31:02 PM"
"modelrelay.zip","C:\Users\speci.000\Downloads\modelrelay.zip","-a---","82073","05/13/2026 2:28:40 PM"
"foundryOPUSMANerrorsonMCP-01.txt","C:\Users\speci.000\Downloads\foundryOPUSMANerrorsonMCP-01.txt","-a---","8667","05/13/2026 1:19:35 PM"
"DOCKERaiGORDON","C:\Users\speci.000\Downloads\DOCKERaiGORDON","d----",,"05/12/2026 5:08:38 PM"
"Speculative_Decoding_Text_Report.docx","C:\Users\speci.000\Downloads\Speculative_Decoding_Text_Report.docx","-a---","23015","05/12/2026 3:30:39 PM"
"Telegram Desktop","C:\Users\speci.000\Downloads\Telegram Desktop","d----",,"05/12/2026 3:25:37 PM"
"Administrator Windows PowerShell.txt","C:\Users\speci.000\Downloads\Administrator Windows PowerShell.txt","-a---","3413","05/12/2026 2:18:22 PM"
"HICu5iaWAAArJFa.jpg","C:\Users\speci.000\Downloads\HICu5iaWAAArJFa.jpg","-a---","226344","05/12/2026 12:39:27 PM"
"nexus-os-week-2026-05-08-to-12","C:\Users\speci.000\Downloads\nexus-os-week-2026-05-08-to-12","d----",,"05/12/2026 5:33:01 AM"
"nexus-os-week-2026-05-08-to-12.zip","C:\Users\speci.000\Downloads\nexus-os-week-2026-05-08-to-12.zip","-a---","79766","05/12/2026 5:31:27 AM"
"mckinsey-attack-map.jpg","C:\Users\speci.000\Downloads\mckinsey-attack-map.jpg","-a---","341759","05/12/2026 3:16:35 AM"
"confluent_cloud_installationHELPneed-01.txt","C:\Users\speci.000\Downloads\confluent_cloud_installationHELPneed-01.txt","-a---","15517","05/11/2026 11:16:17 PM"
"Speculative+Decoding+Technical+Report.html","C:\Users\speci.000\Downloads\Speculative+Decoding+Technical+Report.html","-a---","320298","05/11/2026 10:36:47 PM"
"Scientific_Report.docx","C:\Users\speci.000\Downloads\Scientific_Report.docx","-a---","17481","05/11/2026 10:36:28 PM"
"Speculative+Decoding+Technical+Report_code.js","C:\Users\speci.000\Downloads\Speculative+Decoding+Technical+Report_code.js","-a---","50059","05/11/2026 10:36:25 PM"
"UNLEARNING.png","C:\Users\speci.000\Downloads\UNLEARNING.png","-a---","169819","05/11/2026 10:13:08 PM"
"devincont-01.txt","C:\Users\speci.000\Downloads\devincont-01.txt","-a---","130451","05/11/2026 5:17:15 PM"
"speculativecompres.txt","C:\Users\speci.000\Downloads\speculativecompres.txt","-a---","1817","05/11/2026 8:02:14 AM"
"ccloud-python-client","C:\Users\speci.000\Downloads\ccloud-python-client","d----",,"05/11/2026 6:00:43 AM"
"testcontainers guide starter.txt","C:\Users\speci.000\Downloads\testcontainers guide starter.txt","-a---","30567","05/11/2026 3:35:26 AM"
"ccloud-python-client.zip","C:\Users\speci.000\Downloads\ccloud-python-client.zip","-a---","2462","05/11/2026 2:58:58 AM"
"modelrelay","C:\Users\speci.000\Downloads\modelrelay","d----",,"05/11/2026 2:27:46 AM"
"gastownlog-01.txt","C:\Users\speci.000\Downloads\gastownlog-01.txt","-a---","76142","05/10/2026 11:03:34 PM"
"pc_Windows_x86_64","C:\Users\speci.000\Downloads\pc_Windows_x86_64","d----",,"05/10/2026 4:00:24 PM"
"pc_Windows_x86_64.zip","C:\Users\speci.000\Downloads\pc_Windows_x86_64.zip","-a---","13694437","05/10/2026 4:00:13 PM"
"pinecone ALL.txt","C:\Users\speci.000\Downloads\pinecone ALL.txt","-a---","6621","05/10/2026 3:55:29 PM"
"codexCUTTEDoptimizationwork-01.txt","C:\Users\speci.000\Downloads\codexCUTTEDoptimizationwork-01.txt","-a---","205893","05/10/2026 3:43:03 PM"
"mem0 styled memory suggestions.txt","C:\Users\speci.000\Downloads\mem0 styled memory suggestions.txt","-a---","15178","05/10/2026 6:52:17 AM"
"check-textlogs.py","C:\Users\speci.000\Downloads\check-textlogs.py","-a---","678","05/10/2026 4:58:00 AM"
"COMBINED_ALL_FILES.txt","C:\Users\speci.000\Downloads\COMBINED_ALL_FILES.txt","-a---","675007","05/10/2026 4:36:14 AM"
"Scientific researcher and scientist.txt","C:\Users\speci.000\Downloads\Scientific researcher and scientist.txt","-a---","516","05/10/2026 2:56:19 AM"
"NEXUS approaches from others.txt","C:\Users\speci.000\Downloads\NEXUS approaches from others.txt","-a---","412","05/10/2026 2:32:31 AM"
"oracle tech threat intelligence.txt","C:\Users\speci.000\Downloads\oracle tech threat intelligence.txt","-a---","65837","05/10/2026 2:27:48 AM"
"baseten and tensorblock.txt","C:\Users\speci.000\Downloads\baseten and tensorblock.txt","-a---","3770","05/10/2026 2:13:14 AM"
"pi and other links.txt","C:\Users\speci.000\Downloads\pi and other links.txt","-a---","1940","05/10/2026 2:11:48 AM"
"Redis capabilities and local software.txt","C:\Users\speci.000\Downloads\Redis capabilities and local software.txt","-a---","1618","05/10/2026 2:01:32 AM"
"Connect the A2A Tool.txt","C:\Users\speci.000\Downloads\Connect the A2A Tool.txt","-a---","4556","05/10/2026 2:00:40 AM"
"zilliz storage capabilities.txt","C:\Users\speci.000\Downloads\zilliz storage capabilities.txt","-a---","762","05/10/2026 1:59:48 AM"
"inkeep capabilities.txt","C:\Users\speci.000\Downloads\inkeep capabilities.txt","-a---","4720","05/10/2026 1:59:23 AM"
"RESEARCH_BRIEF_2026-05-08.md","C:\Users\speci.000\Downloads\RESEARCH_BRIEF_2026-05-08.md","-a---","12637","05/08/2026 12:38:59 PM"
"Workflows","C:\Users\speci.000\Downloads\Workflows","d----",,"05/08/2026 7:23:11 AM"
"1Password Emergency Kit A3-REHVFC-doppleground.pdf","C:\Users\speci.000\Downloads\1Password Emergency Kit A3-REHVFC-doppleground.pdf","-a---","46567","05/07/2026 6:13:17 PM"
"password-hint.png","C:\Users\speci.000\Downloads\password-hint.png","-a---","11410119","05/07/2026 5:53:09 PM"
"mythOS","C:\Users\speci.000\Downloads\mythOS","d----",,"05/06/2026 6:55:42 PM"
"deepseek_data-2026-05-06.zip","C:\Users\speci.000\Downloads\deepseek_data-2026-05-06.zip","-a---","1497078","05/06/2026 2:12:51 PM"
"diagnostic_sweep.py","C:\Users\speci.000\Downloads\diagnostic_sweep.py","-a---","556","05/06/2026 7:39:12 AM"
"sulphur_prompt_enhancer-Q4_K_M-imatrix.gguf","C:\Users\speci.000\Downloads\sulphur_prompt_enhancer-Q4_K_M-imatrix.gguf","-a---","5629108832","05/06/2026 4:30:53 AM"
"tmp1x8hwzxx.mp4","C:\Users\speci.000\Downloads\tmp1x8hwzxx.mp4","-a---","1577216","05/06/2026 4:15:14 AM"
"deepsearchlinkdump-03.txt","C:\Users\speci.000\Downloads\deepsearchlinkdump-03.txt","-a---","3402","05/06/2026 3:46:22 AM"
"The Architecture of Global Money Control_ Strategic Projections and Market Capitalization of Technological Hegemons in 2026.md","C:\Users\speci.000\Downloads\The Architecture of Global Money Control_ Strategic Projections and Market Capitalization of Technological Hegemons in 2026.md","-a---","58811","05/03/2026 5:34:31 PM"
"grok-05562452-b210-4e4d-8152-7e798757363d.jpg","C:\Users\speci.000\Downloads\grok-05562452-b210-4e4d-8152-7e798757363d.jpg","-a---","623675","05/02/2026 3:45:27 PM"
"1500x500.jpg","C:\Users\speci.000\Downloads\1500x500.jpg","-a---","59499","05/02/2026 3:22:58 PM"
"image (5).jpg","C:\Users\speci.000\Downloads\image (5).jpg","-a---","257957","05/02/2026 3:20:05 PM"
"nexusdashboards-main","C:\Users\speci.000\Downloads\nexusdashboards-main","d----",,"05/02/2026 2:21:27 AM"
"mythOS.zip","C:\Users\speci.000\Downloads\mythOS.zip","-a---","31139410","05/02/2026 1:41:49 AM"
"mythos_raw.txt","C:\Users\speci.000\Downloads\mythos_raw.txt","-a---","502919","05/02/2026 1:19:17 AM"
"mythos_agent_orchestration_summary.txt","C:\Users\speci.000\Downloads\mythos_agent_orchestration_summary.txt","-a---","43485","05/02/2026 1:19:10 AM"
"GatewayRequestError invalid config.txt","C:\Users\speci.000\Downloads\GatewayRequestError invalid config.txt","-a---","5597","05/01/2026 11:59:53 PM"
"Kimi 2.6 FIX - 01.txt","C:\Users\speci.000\Downloads\Kimi 2.6 FIX - 01.txt","-a---","820","05/01/2026 6:48:58 PM"
"MODEL GURU.txt","C:\Users\speci.000\Downloads\MODEL GURU.txt","-a---","77343","05/01/2026 4:27:18 PM"
"curl -s --user 'api4f2f8a334ba459c9.txt","C:\Users\speci.000\Downloads\curl -s --user 'api4f2f8a334ba459c9.txt","-a---","658","05/01/2026 2:37:37 PM"
"test_archivist_integrity-grok.py","C:\Users\speci.000\Downloads\test_archivist_integrity-grok.py","-a---","8130","05/01/2026 5:15:03 AM"
"test_archivist_integrity-meta.py","C:\Users\speci.000\Downloads\test_archivist_integrity-meta.py","-a---","9430","05/01/2026 5:09:47 AM"
"CRIPPLE AUTOCLAW.txt","C:\Users\speci.000\Downloads\CRIPPLE AUTOCLAW.txt","-a---","19474","05/01/2026 4:27:13 AM"
"MODEL GURU codes.txt","C:\Users\speci.000\Downloads\MODEL GURU codes.txt","-a---","32740","05/01/2026 1:31:47 AM"
"HF_Science_database.txt","C:\Users\speci.000\Downloads\HF_Science_database.txt","-a---","1234","04/30/2026 10:25:23 PM"
"NEXUS_OS_v3.2_Clean_Stabilization_Pack_2026-04-25.zip","C:\Users\speci.000\Downloads\NEXUS_OS_v3.2_Clean_Stabilization_Pack_2026-04-25.zip","-a---","6174","04/30/2026 8:00:22 PM"
"NEXUS_OS_v3.2_Full_Deliverables_2026-04-25.zip","C:\Users\speci.000\Downloads\NEXUS_OS_v3.2_Full_Deliverables_2026-04-25.zip","-a---","8811","04/30/2026 8:00:20 PM"
"zilliz-cloud-nexus-os-town-username-password.txt","C:\Users\speci.000\Downloads\zilliz-cloud-nexus-os-town-username-password.txt","-a---","51","04/30/2026 6:44:56 PM"
"image.webp","C:\Users\speci.000\Downloads\image.webp","-a---","128690","04/30/2026 5:33:34 PM"
"NEXUS_OS_v3.2_opusmanSEEKv4_Claw_System_2026-04-29.zip","C:\Users\speci.000\Downloads\NEXUS_OS_v3.2_opusmanSEEKv4_Claw_System_2026-04-29.zip","-a---","10663","04/30/2026 4:40:01 PM"
"hitcheck.zip","C:\Users\speci.000\Downloads\hitcheck.zip","-a---","238856","04/30/2026 4:25:44 PM"
"nexusdashboards-main.zip","C:\Users\speci.000\Downloads\nexusdashboards-main.zip","-a---","8601317","04/30/2026 4:19:09 PM"
"Studio_Hitcheck_1777542082889.png","C:\Users\speci.000\Downloads\Studio_Hitcheck_1777542082889.png","-a---","676182","04/30/2026 12:41:23 PM"
"very old legacy down","C:\Users\speci.000\Downloads\very old legacy down","d----",,"04/30/2026 11:36:08 AM"
"grokIMAGINEtestv1","C:\Users\speci.000\Downloads\grokIMAGINEtestv1","d----",,"04/30/2026 11:30:33 AM"
"DOWNLOADSDUMP","C:\Users\speci.000\Downloads\DOWNLOADSDUMP","d----",,"04/30/2026 4:51:48 AM"
"sshkey.pem","C:\Users\speci.000\Downloads\sshkey.pem","-a---","1700","04/30/2026 2:09:35 AM"
"PAYMEEENTATLASIANJIRASCAM.pdf","C:\Users\speci.000\Downloads\PAYMEEENTATLASIANJIRASCAM.pdf","-a---","404123","04/29/2026 10:33:44 AM"
"Studio_Hitcheck_1777198950305.png","C:\Users\speci.000\Downloads\Studio_Hitcheck_1777198950305.png","-a---","2137048","04/26/2026 1:22:30 PM"
"Studio_Hitcheck_1777198831560.png","C:\Users\speci.000\Downloads\Studio_Hitcheck_1777198831560.png","-a---","2284163","04/26/2026 1:20:31 PM"
"Studio_Hitcheck_1777191642637.png","C:\Users\speci.000\Downloads\Studio_Hitcheck_1777191642637.png","-a---","2203859","04/26/2026 11:20:42 AM"
"muerto-159-finger-bone-heel-chrome-platform-boots-demonia_650x.webp","C:\Users\speci.000\Downloads\muerto-159-finger-bone-heel-chrome-platform-boots-demonia_650x.webp","-a---","35854","04/26/2026 11:07:55 AM"
"grok-video-7fd2ff11-6853-4e51-8165-ca9ce00bca2d (6).mp4","C:\Users\speci.000\Downloads\grok-video-7fd2ff11-6853-4e51-8165-ca9ce00bca2d (6).mp4","-a---","15511306","04/25/2026 5:03:01 AM"
"fabric-textured-background.jpg","C:\Users\speci.000\Downloads\fabric-textured-background.jpg","-a---","32869526","04/25/2026 3:11:22 AM"
"Studio_Hitcheck_1777073167817.png","C:\Users\speci.000\Downloads\Studio_Hitcheck_1777073167817.png","-a---","2437261","04/25/2026 2:26:08 AM"
"Studio_Hitcheck_1777060843184.png","C:\Users\speci.000\Downloads\Studio_Hitcheck_1777060843184.png","-a---","2363331","04/24/2026 11:00:43 PM"
"grok-video-f94d1535-de38-4b40-aaa7-d845950b077c (2).mp4","C:\Users\speci.000\Downloads\grok-video-f94d1535-de38-4b40-aaa7-d845950b077c (2).mp4","-a---","15759705","04/19/2026 11:34:03 AM"
"xneq8pasytid1.webp","C:\Users\speci.000\Downloads\xneq8pasytid1.webp","-a---","245384","04/09/2026 10:17:22 PM"
"twave_v3_scaffold_unpacked","C:\Users\speci.000\Downloads\twave_v3_scaffold_unpacked","d----",,"03/28/2026 4:15:16 PM"
"doppelground_full_pack_v2","C:\Users\speci.000\Downloads\doppelground_full_pack_v2","d----",,"03/25/2026 11:17:27 AM"
"Ticketofis_Ticket_TKT-698C0F.png","C:\Users\speci.000\Downloads\Ticketofis_Ticket_TKT-698C0F.png","-a---","809452","03/09/2026 5:28:07 PM"
"cat.png","C:\Users\speci.000\Downloads\cat.png","-a---","95866","01/24/2026 4:43:25 PM"
