"Name","FullName","Extension","Length","LastWriteTime"
"grok-cbd31798-a1f9-43f7-ab2a-c3c506be5ba5.jpg","C:\Users\speci.000\Downloads\grok-cbd31798-a1f9-43f7-ab2a-c3c506be5ba5.jpg",".jpg","575826","05/15/2026 11:13:37 PM"
"grok-8398eb61-cbc5-40b0-99af-3a3d97d7bad4.jpg","C:\Users\speci.000\Downloads\grok-8398eb61-cbc5-40b0-99af-3a3d97d7bad4.jpg",".jpg","736840","05/15/2026 11:13:35 PM"
"NotionMCPstyledPlan.txt","C:\Users\speci.000\Downloads\NotionMCPstyledPlan.txt",".txt","26803","05/15/2026 8:48:57 PM"
"ernieMCP.txt","C:\Users\speci.000\Downloads\ernieMCP.txt",".txt","157696","05/15/2026 5:07:47 PM"
"ernieMCPshort.txt","C:\Users\speci.000\Downloads\ernieMCPshort.txt",".txt","30556","05/15/2026 5:07:20 PM"
"Workflows.zip","C:\Users\speci.000\Downloads\Workflows.zip",".zip","23756722","05/15/2026 4:59:17 PM"
"AI Agents Gone Rogue.txt","C:\Users\speci.000\Downloads\AI Agents Gone Rogue.txt",".txt","35175","05/15/2026 2:07:19 PM"
"notionAIinstructionSUPERprompt.md","C:\Users\speci.000\Downloads\notionAIinstructionSUPERprompt.md",".md","4328","05/15/2026 2:07:06 PM"
"greatA2Aconnectionlogs-01.txt","C:\Users\speci.000\Downloads\greatA2Aconnectionlogs-01.txt",".txt","243037","05/15/2026 2:06:59 PM"
"PineConePackboot.txt","C:\Users\speci.000\Downloads\PineConePackboot.txt",".txt","1759","05/15/2026 2:06:08 PM"
"notion_mcp_agent_preview.png","C:\Users\speci.000\Downloads\notion_mcp_agent_preview.png",".png","268526","05/15/2026 1:17:09 PM"
"tts_supertonic_subagent.py","C:\Users\speci.000\Downloads\tts_supertonic_subagent.py",".py","6707","05/15/2026 11:06:54 AM"
"HFinternRnDtempbench-01.txt","C:\Users\speci.000\Downloads\HFinternRnDtempbench-01.txt",".txt","47718","05/14/2026 10:35:30 PM"
"nexus_mcp.py","C:\Users\speci.000\Downloads\nexus_mcp.py",".py","3561","05/14/2026 6:34:27 PM"
"NEXUSscienceteamreport-01.txt","C:\Users\speci.000\Downloads\NEXUSscienceteamreport-01.txt",".txt","1212452","05/14/2026 7:23:22 AM"
"NEXUSbigLOGdeepseekV4-01.txt","C:\Users\speci.000\Downloads\NEXUSbigLOGdeepseekV4-01.txt",".txt","376493","05/13/2026 6:18:44 PM"
"DERDDRE.zip","C:\Users\speci.000\Downloads\DERDDRE.zip",".zip","14526199","05/13/2026 2:32:44 PM"
"foundryOPUSMANerrorsonMCP-01.txt","C:\Users\speci.000\Downloads\foundryOPUSMANerrorsonMCP-01.txt",".txt","8667","05/13/2026 1:19:35 PM"
"nexus-os-week-2026-05-08-to-12.zip","C:\Users\speci.000\Downloads\nexus-os-week-2026-05-08-to-12.zip",".zip","79766","05/12/2026 5:31:27 AM"
"pinecone ALL.txt","C:\Users\speci.000\Downloads\pinecone ALL.txt",".txt","6621","05/10/2026 3:55:29 PM"
"codexCUTTEDoptimizationwork-01.txt","C:\Users\speci.000\Downloads\codexCUTTEDoptimizationwork-01.txt",".txt","205893","05/10/2026 3:43:03 PM"
"mem0 styled memory suggestions.txt","C:\Users\speci.000\Downloads\mem0 styled memory suggestions.txt",".txt","15178","05/10/2026 6:52:17 AM"
"Scientific researcher and scientist.txt","C:\Users\speci.000\Downloads\Scientific researcher and scientist.txt",".txt","516","05/10/2026 2:56:19 AM"
"NEXUS approaches from others.txt","C:\Users\speci.000\Downloads\NEXUS approaches from others.txt",".txt","412","05/10/2026 2:32:31 AM"
"Connect the A2A Tool.txt","C:\Users\speci.000\Downloads\Connect the A2A Tool.txt",".txt","4556","05/10/2026 2:00:40 AM"
"RESEARCH_BRIEF_2026-05-08.md","C:\Users\speci.000\Downloads\RESEARCH_BRIEF_2026-05-08.md",".md","12637","05/08/2026 12:38:59 PM"
"grok-05562452-b210-4e4d-8152-7e798757363d.jpg","C:\Users\speci.000\Downloads\grok-05562452-b210-4e4d-8152-7e798757363d.jpg",".jpg","623675","05/02/2026 3:45:27 PM"
"mythos_agent_orchestration_summary.txt","C:\Users\speci.000\Downloads\mythos_agent_orchestration_summary.txt",".txt","43485","05/02/2026 1:19:10 AM"
"test_archivist_integrity-grok.py","C:\Users\speci.000\Downloads\test_archivist_integrity-grok.py",".py","8130","05/01/2026 5:15:03 AM"
"HF_Science_database.txt","C:\Users\speci.000\Downloads\HF_Science_database.txt",".txt","1234","04/30/2026 10:25:23 PM"
"NEXUS_OS_v3.2_Clean_Stabilization_Pack_2026-04-25.zip","C:\Users\speci.000\Downloads\NEXUS_OS_v3.2_Clean_Stabilization_Pack_2026-04-25.zip",".zip","6174","04/30/2026 8:00:22 PM"
"NEXUS_OS_v3.2_Full_Deliverables_2026-04-25.zip","C:\Users\speci.000\Downloads\NEXUS_OS_v3.2_Full_Deliverables_2026-04-25.zip",".zip","8811","04/30/2026 8:00:20 PM"
"zilliz-cloud-nexus-os-town-username-password.txt","C:\Users\speci.000\Downloads\zilliz-cloud-nexus-os-town-username-password.txt",".txt","51","04/30/2026 6:44:56 PM"
"NEXUS_OS_v3.2_opusmanSEEKv4_Claw_System_2026-04-29.zip","C:\Users\speci.000\Downloads\NEXUS_OS_v3.2_opusmanSEEKv4_Claw_System_2026-04-29.zip",".zip","10663","04/30/2026 4:40:01 PM"
"nexusdashboards-main.zip","C:\Users\speci.000\Downloads\nexusdashboards-main.zip",".zip","8601317","04/30/2026 4:19:09 PM"
"grok-video-7fd2ff11-6853-4e51-8165-ca9ce00bca2d (6).mp4","C:\Users\speci.000\Downloads\grok-video-7fd2ff11-6853-4e51-8165-ca9ce00bca2d (6).mp4",".mp4","15511306","04/25/2026 5:03:01 AM"
"grok-video-f94d1535-de38-4b40-aaa7-d845950b077c (2).mp4","C:\Users\speci.000\Downloads\grok-video-f94d1535-de38-4b40-aaa7-d845950b077c (2).mp4",".mp4","15759705","04/19/2026 11:34:03 AM"
